"name","chrom","chromStart","chromEnd","length","alias","description","freq.gene","freq.up","freq.syn","total"
"CNAG_06388","chr13","360543","360985","442","null","hypothetical protein CNAG_06388","0","1","0",1
"CNAG_06389","chr13","362681","363843","1162","null","hypothetical protein CNAG_06389","0","2","1",3
"CNAG_06390","chr13","364292","366348","2056","null","hypothetical protein CNAG_06390","0","0","1",1
"CNAG_06400","chr13","387802","391181","3379","PMA1","plasma-membrane proton-efflux P-type ATPase","0","1","0",1
"CNAG_06402","chr13","398850","399326","476","null","26S proteasome complex subunit DSS1","0","1","0",1
"CNAG_06404","chr13","402860","403241","381","null","hypothetical protein CNAG_06404","0","1","0",1
"CNAG_06405","chr13","405564","407334","1770","null","hypothetical protein CNAG_06405","1","0","0",1
"CNAG_06410","chr13","413082","414016","934","null","ATP-dependent Clp endopeptidase, proteolytic subunit ClpP","0","0","1",1
"CNAG_06411","chr13","414440","416491","2051","null","mutanase","1","1","0",2
"CNAG_06412","chr13","416755","417850","1095","null","rRNA-processing protein EFG1","1","1","0",2
"CNAG_06413","chr13","419158","419933","775","null","hypothetical protein CNAG_06413","0","1","0",1
"CNAG_06416","chr13","425147","428601","3454","DAP2","dipeptidyl aminopeptidase","0","0","1",1
"CNAG_06427","chr13","447112","449090","1978","null","hypothetical protein CNAG_06427","0","0","1",1
"CNAG_06431","chr13","463486","465222","1736","null","acyl-CoA oxidase","0","1","0",1
"CNAG_06432","chr13","465694","467354","1660","null","acetate kinase","0","0","1",1
"CNAG_06433","chr13","468088","470394","2306","null","AMP-binding protein","0","0","2",2
"CNAG_06435","chr13","477119","480564","3445","null","hypothetical protein CNAG_06435","0","2","0",2
"CNAG_06437","chr13","481411","482223","812","null","hypothetical protein CNAG_06437","0","1","0",1
"CNAG_06443","chr13","499184","501752","2568","SSA1","glucose-regulated protein","0","0","1",1
"CNAG_06445","chr13","503610","505125","1515","null","CMGC/CDK/CDK7 protein kinase","0","0","1",1
"CNAG_06447","chr13","508573","509459","886","null","large subunit ribosomal protein L22","0","1","0",1
"CNAG_06448","chr13","509976","511615","1639","null","cystathionine gamma-lyase","1","0","1",2
"CNAG_06449","chr13","512372","514650","2278","null","hypothetical protein CNAG_06449","2","2","0",4
"CNAG_06451","chr13","519348","520000","652","null","hypothetical protein CNAG_06451","0","1","0",1
"CNAG_06452","chr13","520342","521995","1653","null","integral membrane protein","0","1","0",1
"CNAG_06454","chr13","524184","526421","2237","null","Atypical/RIO/RIO1 protein kinase","1","0","0",1
"CNAG_06460","chr13","538552","540408","1856","null","hypothetical protein CNAG_06460","0","0","1",1
"CNAG_06465","chr13","549224","550954","1730","null","transcription regulator","0","0","1",1
"CNAG_06466","chr13","551123","552840","1717","null","jumonji domain containing 5","0","1","0",1
"CNAG_06472","chr13","565251","568581","3330","null","nucleolar protein 4","1","0","0",1
"CNAG_06474","chr13","573397","575577","2180","null","RNA-binding protein Musashi","0","0","1",1
"CNAG_06475","chr13","576327","579391","3064","null","hypothetical protein CNAG_06475","0","3","0",3
"CNAG_06483","chr13","634761","637339","2578","null","hypothetical protein CNAG_06483","0","4","0",4
"CNAG_06484","chr13","637421","638929","1508","null","hypothetical protein CNAG_06484","0","1","0",1
"CNAG_06486","chr13","642466","644773","2307","null","hypothetical protein CNAG_06486","1","3","0",4
"CNAG_06490","chr13","653089","657988","4899","null","CAMK/CAMKL protein kinase","1","2","1",4
"CNAG_06492","chr13","660061","661380","1319","null","cytoplasmic protein","0","1","0",1
"CNAG_06505","chr13","694763","696493","1730","null","hypothetical protein CNAG_06505","0","0","1",1
"CNAG_06511","chr13","711860","713695","1835","null","hypothetical protein CNAG_06511","0","1","0",1
"CNAG_06518","chr13","732275","732934","659","null","hypothetical protein CNAG_06518","0","3","0",3
"CNAG_06524","chr7","7512","10013","2501","FRE3","hypothetical protein CNAG_06524","1","0","0",1
"CNAG_06525","chr7","10451","11473","1022","null","nuclear protein","0","3","0",3
"CNAG_06526","chr7","12826","13962","1136","null","hypothetical protein CNAG_06526","1","0","0",1
"CNAG_06530","chr7","22749","24234","1485","null","hypothetical protein CNAG_06530","0","1","0",1
"CNAG_06532","chr7","29820","33104","3284","null","hypothetical protein CNAG_06532","2","2","0",4
"CNAG_06533","chr7","33308","37622","4314","null","ATP-dependent permease","0","1","0",1
"CNAG_06534","chr7","38815","42994","4179","HMG1","hydroxymethylglutaryl-CoA reductase (NADPH)","0","0","1",1
"CNAG_06535","chr7","43601","44850","1249","null","ribosome biogenesis protein UTP30","0","1","0",1
"CNAG_06537","chr7","47693","49459","1766","null","monocarboxylic acid transporter","1","0","0",1
"CNAG_06543","chr7","66917","68608","1691","null","ethanolaminephosphotransferase","1","0","0",1
"CNAG_06544","chr7","69231","69773","542","null","non-histone chromosomal protein 6","0","1","0",1
"CNAG_06546","chr7","73794","75011","1217","null","hypothetical protein CNAG_06546","1","0","0",1
"CNAG_06550","chr7","84042","90807","6765","null","nucleoporin family protein","1","0","1",2
"CNAG_06551","chr7","91772","94746","2974","null","carnitine O-acetyltransferase","0","1","0",1
"CNAG_06564","chr7","125971","132518","6547","null","clathrin-coated vesicle protein","1","0","0",1
"CNAG_06576","chr7","170370","171300","930","CAR1","allergen","0","2","0",2
"CNAG_06583","chr7","188287","189633","1346","null","hypothetical protein CNAG_06583","0","0","1",1
"CNAG_06584","chr7","190339","192644","2305","null","hypothetical protein CNAG_06584","2","0","0",2
"CNAG_06585","chr7","193893","200713","6820","null","pre-mRNA-splicing helicase BRR2","0","0","1",1
"CNAG_06589","chr7","206413","206947","534","null","endoribonuclease L-PSP","0","1","0",1
"CNAG_06591","chr7","211114","216010","4896","SET302","hypothetical protein CNAG_06591","1","1","0",2
"CNAG_06592","chr7","217139","218312","1173","UBC7","ubiquitin-conjugating enzyme E2 G1","0","0","1",1
"CNAG_06593","chr7","219909","223098","3189","null","rhamnogalacturonan lyase","0","2","0",2
"CNAG_06598","chr7","232088","232418","330","null","hypothetical protein CNAG_06598","0","0","1",1
"CNAG_06601","chr7","238389","241026","2637","null","amidohydrolase","1","0","0",1
"CNAG_06602","chr7","242630","243388","758","null","cysteine-type peptidase","1","0","0",1
"CNAG_06603","chr7","244426","248394","3968","null","di- and tripeptidase","0","2","0",2
"CNAG_06604","chr7","248628","250652","2024","null","hypothetical protein CNAG_06604","1","0","1",2
"CNAG_06611","chr7","273169","277266","4097","null","DNA-directed RNA polymerase I subunit RPA2","0","0","1",1
"CNAG_06612","chr7","278844","279733","889","null","hypothetical protein CNAG_06612","0","1","0",1
"CNAG_06616","chr7","287155","289139","1984","null","hypothetical protein CNAG_06616","0","0","1",1
"CNAG_06625","chr7","310622","312218","1596","null","UBX domain-containing protein 1","0","2","0",2
"CNAG_06632","chr7","329292","331664","2372","null","Atypical/ABC1 protein kinase","0","0","1",1
"CNAG_06634","chr7","335697","337784","2087","null","DNA polymerase epsilon subunit B","1","0","0",1
"CNAG_06635","chr7","338106","340607","2501","null","CCR4-NOT transcription complex subunit 3","0","1","0",1
"CNAG_06637","chr7","344742","346981","2239","null","ubiquitin carboxyl-terminal hydrolase 22/27/51","0","2","0",2
"CNAG_06639","chr7","351428","356649","5221","null","E3 ubiquitin-protein ligase MARCH6","1","0","1",2
"CNAG_06642","chr7","361513","369953","8440","TOR1","Atypical/PIKK/FRAP protein kinase","1","0","0",1
"CNAG_06644","chr7","372447","374319","1872","ERG5","C-22 sterol desaturase","0","1","0",1
"CNAG_06648","chr7","382103","384126","2023","RTF1","RNA polymerase-associated protein RTF1","0","1","0",1
"CNAG_06651","chr7","388229","389873","1644","null","amidohydrolase","0","1","0",1
"CNAG_06652","chr7","390974","392935","1961","null","allantoate permease","0","1","0",1
"CNAG_06655","chr7","395779","397255","1476","GPI8","phosphatidylinositol glycan, class K","0","1","0",1
"CNAG_06662","chr7","413455","414792","1337","null","hypothetical protein CNAG_06662","0","1","0",1
"CNAG_06664","chr7","416148","418388","2240","null","sorting nexin MVP1","1","1","0",2
"CNAG_06665","chr7","418607","420533","1926","null","hypothetical protein CNAG_06665","1","0","0",1
"CNAG_06667","chr7","425706","427378","1672","null","hypothetical protein CNAG_06667","0","2","0",2
"CNAG_06671","chr7","432454","435814","3360","null","TKL protein kinase","1","0","0",1
"CNAG_06678","chr7","456484","458965","2481","CSR1","enzyme activator","0","0","1",1
"CNAG_06683","chr7","475833","480998","5165","null","hypothetical protein CNAG_06683","2","0","0",2
"CNAG_06684","chr7","481151","482722","1571","null","pre-rRNA-processing protein IPI3","1","0","0",1
"CNAG_06686","chr7","486000","486904","904","null","hypothetical protein CNAG_06686","0","1","1",2
"CNAG_06687","chr7","488136","493510","5374","null","hypothetical protein CNAG_06687","1","1","0",2
"CNAG_06691","chr7","501719","505146","3427","null","tuftelin-interacting protein 11","0","0","1",1
"CNAG_06692","chr7","505434","506231","797","null","glucosamine-phosphate N-acetyltransferase","0","1","0",1
"CNAG_06695","chr7","509046","510157","1111","null","hypothetical protein CNAG_06695","0","1","0",1
"CNAG_06698","chr7","519709","520860","1151","null","phosphatase","0","2","1",3
"CNAG_06699","chr7","523887","525564","1677","GPD","glyceraldehyde-3-phosphate dehydrogenase","0","3","0",3
"CNAG_06706","chr2","262148","263310","1162","null","proline-, glutamic acid- and leucine-rich protein 1","0","1","0",1
"CNAG_06710","chr2","251902","252661","759","null","hypothetical protein CNAG_06710","0","1","0",1
"CNAG_06712","chr2","249447","250053","606","null","hypothetical protein CNAG_06712","0","2","0",2
"CNAG_06715","chr2","243971","244790","819","null","hypothetical protein CNAG_06715","1","0","0",1
"CNAG_06716","chr2","242827","243841","1014","null","hypothetical protein CNAG_06716","0","1","0",1
"CNAG_06717","chr2","241165","242396","1231","null","acyl-CoA-dependent ceramide synthase","0","1","0",1
"CNAG_06719","chr2","235880","239543","3663","null","hypothetical protein CNAG_06719","4","0","0",4
"CNAG_06722","chr2","229364","230978","1614","null","hypothetical protein CNAG_06722","1","0","2",3
"CNAG_06723","chr2","227368","228386","1018","null","succinate dehydrogenase (ubiquinone) membrane anchor subunit","0","1","0",1
"CNAG_06725","chr2","222631","224542","1911","null","DNA polymerase delta subunit 2","0","5","0",5
"CNAG_06727","chr2","213693","216968","3275","null","hypothetical protein CNAG_06727","0","1","0",1
"CNAG_06728","chr2","209220","212783","3563","null","kinesin","2","0","0",2
"CNAG_06730","chr2","206338","207745","1407","GSK3","CMGC/GSK protein kinase","0","1","0",1
"CNAG_06731","chr2","202071","204779","2708","null","hypothetical protein CNAG_06731","1","0","1",2
"CNAG_06734","chr2","192761","193261","500","null","DNA-directed RNA polymerase I, II, and III subunit rpabc5","0","1","0",1
"CNAG_06737","chr2","180985","183759","2774","null","vacuolar protein sorting-associated protein","0","1","0",1
"CNAG_06747","chr2","157101","157661","560","null","histone H2A","0","1","0",1
"CNAG_06752","chr2","140526","142531","2005","null","hypothetical protein CNAG_06752","0","1","0",1
"CNAG_06763","chr2","106087","107785","1698","null","serine-tRNA ligase","1","1","0",2
"CNAG_06765","chr2","98930","103013","4083","LMP1","hypothetical protein CNAG_06765","0","0","1",1
"CNAG_06767","chr2","89661","90954","1293","null","F-type H -transporting ATPase subunit delta","0","1","0",1
"CNAG_06772","chr2","77282","78750","1468","null","nucleoporin SEH1","0","1","0",1
"CNAG_06773","chr2","74190","77097","2907","SEC24","protein transporter SEC24","0","2","0",2
"CNAG_06778","chr2","62105","63482","1377","null","serine-threonine kinase receptor-associated protein","0","0","1",1
"CNAG_06781","chr2","53667","54625","958","null","hypothetical protein CNAG_06781","0","3","0",3
"CNAG_06782","chr2","51787","53552","1765","MNN2","hypothetical protein CNAG_06782","0","0","1",1
"CNAG_06785","chr2","45235","46548","1313","null","kynurenine 3-monooxygenase","0","1","0",1
"CNAG_06786","chr2","43655","44781","1126","null","hypothetical protein CNAG_06786","0","1","0",1
"CNAG_06787","chr2","40204","42505","2301","null","metacaspase","1","0","1",2
"CNAG_06790","chr2","31607","36801","5194","null","hypothetical protein CNAG_06790","1","0","1",2
"CNAG_06791","chr2","29610","31026","1416","null","hypothetical protein CNAG_06791","1","5","1",7
"CNAG_06792","chr2","27412","28419","1007","null","hypothetical protein CNAG_06792","0","6","1",7
"CNAG_06793","chr2","23204","27195","3991","null","exonuclease 1","1","3","0",4
"CNAG_06794","chr2","21823","22811","988","null","hypothetical protein CNAG_06794","0","2","0",2
"CNAG_06795","chr2","19646","20697","1051","null","hypothetical protein CNAG_06795","0","0","2",2
"CNAG_06797","chr2","10747","17219","6472","null","lysine-specific demethylase 3","0","4","0",4
"CNAG_06798","chr2","8136","10378","2242","null","U3 small nucleolar RNA-associated protein 18","2","0","0",2
"CNAG_06799","chr2","6714","7972","1258","HEM12","uroporphyrinogen decarboxylase","0","1","0",1
"CNAG_06804","chr5","215900","218759","2859","BSP3","hypothetical protein CNAG_06804","1","1","0",2
"CNAG_06812","chr5","194439","200633","6194","SPO14alpha","phospholipase D","1","0","0",1
"CNAG_06813","chr5","189844","192096","2252","CAP1alpha","hypothetical protein CNAG_06813","0","1","1",2
"CNAG_06816","chr5","182210","183288","1078","null","hypothetical protein CNAG_06816","0","3","0",3
"CNAG_06817","chr5","178989","181172","2183","UAP1","NCS2 family nucleobase:cation symporter-2","1","0","0",1
"CNAG_06822","chr5","154814","157479","2665","null","hypothetical protein CNAG_06822","2","0","0",2
"CNAG_06824","chr5","151236","153083","1847","null","hypothetical protein CNAG_06824","0","2","0",2
"CNAG_06825","chr5","148644","150362","1718","null","hypothetical protein CNAG_06825","1","3","1",5
"CNAG_06826","chr5","146447","148300","1853","null","hypothetical protein CNAG_06826","3","0","0",3
"CNAG_06827","chr5","144531","145721","1190","null","hypothetical protein CNAG_06827","0","2","0",2
"CNAG_06830","chr5","134250","136975","2725","null","histidinol dehydrogenase","0","3","0",3
"CNAG_06831","chr5","132300","133921","1621","null","hypothetical protein CNAG_06831","1","0","0",1
"CNAG_06833","chr5","126530","127742","1212","null","hypothetical protein CNAG_06833","1","0","0",1
"CNAG_06834","chr5","122649","125839","3190","PMT1","dolichyl-phosphate-mannose-protein mannosyltransferase","1","1","1",3
"CNAG_06836","chr5","115847","117615","1768","null","oxidoreductase","0","2","1",3
"CNAG_06844","chr5","92004","92580","576","null","hypothetical protein CNAG_06844","0","0","1",1
"CNAG_06845","chr5","86262","91908","5646","null","STE/STE11/CDC15 protein kinase","0","0","1",1
"CNAG_06846","chr5","84959","85723","764","null","hypothetical protein CNAG_06846","1","0","0",1
"CNAG_06847","chr5","80480","81642","1162","null","small subunit ribosomal protein S28","0","1","0",1
"CNAG_06849","chr5","77880","79456","1576","null","saccharopine dehydrogenase (NAD, L-lysine forming)","0","0","1",1
"CNAG_06863","chr5","40787","41672","885","null","hypothetical protein CNAG_06863","2","1","1",4
"CNAG_06864","chr5","37955","40559","2604","null","hypothetical protein CNAG_06864","0","0","1",1
"CNAG_06869","chr5","28218","29485","1267","null","HPP family protein","1","0","0",1
"CNAG_06881","chr3","1412227","1413220","993","null","SBDS family rRNA metabolism protein","0","1","0",1
"CNAG_06882","chr3","1413437","1413904","467","null","hypothetical protein CNAG_06882","0","1","0",1
"CNAG_06889","chr3","1431670","1433335","1665","null","sodium-hydrogen antiporter","0","4","0",4
"CNAG_06890","chr3","1434628","1437056","2428","null","membrane transporter","1","4","0",5
"CNAG_06891","chr3","1439204","1440114","910","null","hypothetical protein CNAG_06891","0","1","0",1
"CNAG_06892","chr3","1440427","1442012","1585","null","preconditioning-inducible protein","0","0","1",1
"CNAG_06893","chr3","1442238","1443480","1242","null","hypothetical protein CNAG_06893","0","3","0",3
"CNAG_06895","chr3","1444887","1445696","809","null","hypothetical protein CNAG_06895","0","0","2",2
"CNAG_06910","chr3","1493211","1494402","1191","null","beta-lactamase","0","1","0",1
"CNAG_06925","chr3","1533629","1535516","1887","null","arsenical-resistance protein","1","0","0",1
"CNAG_06926","chr3","1535940","1539122","3182","null","hypothetical protein CNAG_06926","0","3","1",4
"CNAG_06927","chr3","1540111","1542239","2128","null","peptidyl-prolyl isomerase G (cyclophilin G)","2","0","0",2
"CNAG_06928","chr3","1542773","1546689","3916","null","hypothetical protein CNAG_06928","2","3","0",5
"CNAG_06929","chr3","1547282","1550105","2823","null","IQ domain-containing GTPase activating protein","0","0","1",1
"CNAG_06930","chr3","1551213","1551785","572","null","hypothetical protein CNAG_06930","0","1","0",1
"CNAG_06931","chr3","1553308","1556158","2850","null","beta-glucosidase","0","1","0",1
"CNAG_06934","chr3","1562223","1564413","2190","null","hexose transporter protein","1","2","3",6
"CNAG_06936","chr3","1568423","1571422","2999","null","beta-glucosidase","0","0","1",1
"CNAG_06944","chr8","3855","6312","2457","null","hypothetical protein CNAG_06944","2","0","0",2
"CNAG_06962","chr3","33850","35487","1637","null","DNA ligase D, 3\'-phosphoesterase domain-containing protein","1","0","0",1
"CNAG_06963","chr3","29042","31344","2302","null","sugar transporter","0","0","1",1
"CNAG_06976","chr8","1364624","1366333","1709","FRE6","ferric-chelate reductase","1","0","0",1
"CNAG_06977","chr8","1366722","1368262","1540","null","L-iditol 2-dehydrogenase","0","0","1",1
"CNAG_06980","chr5","233883","237873","3990","STE11alpha","STE/STE11 protein kinase","0","1","1",2
"CNAG_06993","chr8","1370189","1371594","1405","null","hypothetical protein CNAG_06993","0","1","0",1
"CNAG_07015","chr5","252101","255269","3168","null","hypothetical protein CNAG_07015","0","1","0",1
"CNAG_07020","chr9","1142403","1144112","1709","null","hypothetical protein CNAG_07020","1","0","0",1
"CNAG_07027","chr1","593866","595294","1428","null","protein SPT2","0","0","1",1
"CNAG_07033","chr14","50267","51525","1258","null","hypothetical protein CNAG_07033","0","0","1",1
"CNAG_07108","chr3","1192668","1197066","4398","null","tip120-family protein","1","0","0",1
"CNAG_07163","chr6","742938","744113","1175","null","preprotein translocase subunit YidC","0","2","0",2
"CNAG_07176","chr7","473916","474788","872","null","hypothetical protein CNAG_07176","0","0","1",1
"CNAG_07188","chr7","1310169","1315979","5810","null","hypothetical protein CNAG_07188","4","1","1",6
"CNAG_07203","chr2","724739","725133","394","null","hypothetical protein CNAG_07203","0","1","0",1
"CNAG_07253","chr1","896521","897474","953","null","hypothetical protein CNAG_07253","0","0","1",1
"CNAG_07312","chr1","309264","312058","2794","null","hypothetical protein CNAG_07312","1","0","0",1
"CNAG_07315","chr1","459955","462704","2749","LIV6","hypothetical protein CNAG_07315","0","0","1",1
"CNAG_07321","chr1","545312","548518","3206","null","hypothetical protein CNAG_07321","1","0","0",1
"CNAG_07323","chr1","551679","554213","2534","null","cactin","1","0","0",1
"CNAG_07332","chr1","572025","574718","2693","null","hypothetical protein CNAG_07332","0","1","0",1
"CNAG_07333","chr1","575093","580250","5157","null","ubiquitin carboxyl-terminal hydrolase 25/28","0","0","1",1
"CNAG_07340","chr1","599292","599678","386","null","hypothetical protein CNAG_07340","0","1","0",1
"CNAG_07344","chr1","642832","646263","3431","null","ras guanyl-nucleotide exchange factor","0","1","0",1
"CNAG_07349","chr1","765989","767223","1234","null","hypothetical protein CNAG_07349","1","0","0",1
"CNAG_07352","chr1","869003","870059","1056","null","hypothetical protein CNAG_07352","0","0","1",1
"CNAG_07353","chr1","870118","871091","973","null","26S proteasome non-ATPase regulatory subunit 9","0","1","0",1
"CNAG_07356","chr1","895486","896310","824","null","succinate dehydrogenase, cytochrome b556 subunit","1","0","0",1
"CNAG_07358","chr1","1004400","1005094","694","null","hypothetical protein CNAG_07358","0","2","0",2
"CNAG_07367","chr1","1422312","1424374","2062","null","amino acid transporter","0","1","1",2
"CNAG_07369","chr1","1490766","1491948","1182","null","hypothetical protein CNAG_07369","1","0","1",2
"CNAG_07373","chr1","1584888","1592226","7338","null","carbamoyl-phosphate synthase, large subunit","1","1","1",3
"CNAG_07375","chr1","1612961","1617276","4315","null","guanyl-nucleotide exchange factor","1","0","0",1
"CNAG_07377","chr1","1620412","1632337","11925","TRA1","transformation/transcription domain-associated protein","0","1","1",2
"CNAG_07387","chr1","2264305","2266895","2590","null","siderophore-iron transporter Str3","1","0","1",2
"CNAG_07395","chr5","2357","3284","927","null","hypothetical protein CNAG_07395","0","1","0",1
"CNAG_07400","chr5","75178","77551","2373","null","aspartate-tRNA(Asn) ligase","0","1","0",1
"CNAG_07402","chr5","95502","98444","2942","null","pantothenate transporter","0","0","1",1
"CNAG_07403","chr5","98745","102743","3998","PEX1","peroxin-1","0","0","1",1
"CNAG_07405","chr5","172163","174967","2804","null","hypothetical protein CNAG_07405","0","1","0",1
"CNAG_07409","chr5","238318","242691","4373","RPO41alpha","DNA-directed RNA polymerase, mitochondrial","0","0","1",1
"CNAG_07410","chr5","248166","251116","2950","CID1alpha","hypothetical protein CNAG_07410","0","3","0",3
"CNAG_07411","chr5","256901","262890","5989","RUM1alpha","histone demethylase JARID1","1","0","0",1
"CNAG_07415","chr5","317189","320945","3756","null","hypothetical protein CNAG_07415","0","1","2",3
"CNAG_07418","chr5","382626","383887","1261","DCN1","defective in Cullin neddylation protein 1","0","0","1",1
"CNAG_07419","chr5","414828","416247","1419","null","hypothetical protein CNAG_07419","1","0","0",1
"CNAG_07420","chr5","418428","419470","1042","null","hypothetical protein CNAG_07420","0","10","1",11
"CNAG_07423","chr5","522243","522980","737","null","hypothetical protein CNAG_07423","0","2","0",2
"CNAG_07425","chr5","591908","592967","1059","null","hypothetical protein CNAG_07425","0","9","1",10
"CNAG_07426","chr5","617681","618356","675","null","proteasome maturation protein","0","1","0",1
"CNAG_07429","chr5","740815","742564","1749","null","asparagine-tRNA ligase","0","1","0",1
"CNAG_07432","chr5","879700","882293","2593","null","hypothetical protein CNAG_07432","2","0","0",2
"CNAG_07433","chr5","891391","896593","5202","null","hypothetical protein CNAG_07433","2","0","0",2
"CNAG_07439","chr5","1043611","1047025","3414","null","U3 small nucleolar RNA-associated protein 21","1","0","2",3
"CNAG_07441","chr5","1287550","1288271","721","null","hypothetical protein CNAG_07441","2","2","1",5
"CNAG_07443","chr5","1290948","1292419","1471","null","hypothetical protein CNAG_07443","0","2","1",3
"CNAG_07444","chr5","1321787","1323925","2138","null","hypothetical protein CNAG_07444","1","1","0",2
"CNAG_07445","chr5","1547048","1549801","2753","null","transketolase","0","1","0",1
"CNAG_07446","chr5","1552259","1552624","365","null","mitochondrial protein","1","0","0",1
"CNAG_07447","chr5","1561568","1562663","1095","null","hypothetical protein CNAG_07447","0","1","0",1
"CNAG_07453","chr5","1736636","1738641","2005","null","hypothetical protein CNAG_07453","0","1","0",1
"CNAG_07459","chr2","1207","1574","367","null","hypothetical protein CNAG_07459","0","2","0",2
"CNAG_07463","chr2","185063","192509","7446","null","separase","0","4","1",5
"CNAG_07464","chr2","231155","233770","2615","MBS1","transcription factor","1","4","2",7
"CNAG_07465","chr2","234195","235073","878","null","hypothetical protein CNAG_07465","0","1","0",1
"CNAG_07469","chr2","332247","338382","6135","null","nuclear pore complex protein Nup98-Nup96","0","0","1",1
"CNAG_07470","chr2","344145","348334","4189","PDE2","high-affinity phosphodiesterase","0","3","0",3
"CNAG_07473","chr2","541201","545224","4023","null","valine-tRNA ligase","2","0","3",5
"CNAG_07475","chr2","603345","603971","626","null","hypothetical protein CNAG_07475","0","1","0",1
"CNAG_07479","chr2","718243","723403","5160","null","hypothetical protein CNAG_07479","1","0","1",2
"CNAG_07480","chr2","723951","724484","533","null","cytochrome b5 reductase","1","0","0",1
"CNAG_07483","chr2","1075267","1082121","6854","null","DNA polymerase zeta subunit","2","0","0",2
"CNAG_07486","chr2","1253370","1254845","1475","null","hypothetical protein CNAG_07486","1","0","0",1
"CNAG_07488","chr2","1300913","1302248","1335","null","hypothetical protein CNAG_07488","0","1","0",1
"CNAG_07490","chr2","1426853","1427065","212","null","hypothetical protein CNAG_07490","0","1","0",1
"CNAG_07491","chr2","1513644","1515025","1381","null","glutaredoxin","0","6","0",6
"CNAG_07494","chr2","1562709","1565306","2597","null","U3 small nucleolar RNA-associated protein MPP10","0","1","0",1
"CNAG_07499","chr3","23655","28012","4357","CHS8","chitin synthase","1","0","0",1
"CNAG_07502","chr3","70244","72682","2438","null","CTP synthase","1","0","0",1
"CNAG_07505","chr3","159574","161769","2195","null","hypothetical protein CNAG_07505","2","0","0",2
"CNAG_07506","chr3","308419","312400","3981","null","transcriptional repressor NF-X1","0","0","1",1
"CNAG_07508","chr3","343722","346389","2667","null","hypothetical protein CNAG_07508","1","1","0",2
"CNAG_07513","chr3","475748","483235","7487","null","hypothetical protein CNAG_07513","2","0","2",4
"CNAG_07514","chr3","523749","528930","5181","null","Sec7 domain-containing protein","0","0","1",1
"CNAG_07515","chr3","606771","607159","388","null","hypothetical protein CNAG_07515","0","1","0",1
"CNAG_07518","chr3","648083","648775","692","null","ribonuclease P/MRP protein subunit POP5","1","0","0",1
"CNAG_07519","chr3","651365","653839","2474","null","hypothetical protein CNAG_07519","1","0","0",1
"CNAG_07521","chr3","679391","680522","1131","null","hypothetical protein CNAG_07521","0","1","0",1
"CNAG_07522","chr3","724656","727126","2470","null","hypothetical protein CNAG_07522","1","0","0",1
"CNAG_07524","chr3","883001","887280","4279","null","AMP deaminase","0","1","0",1
"CNAG_07525","chr3","958088","958410","322","null","hypothetical protein CNAG_07525","1","0","0",1
"CNAG_07527","chr3","1011025","1012866","1841","null","alpha-1,6-mannosyltransferase","0","0","1",1
"CNAG_07528","chr3","1070630","1072131","1501","null","hypothetical protein CNAG_07528","2","0","0",2
"CNAG_07530","chr3","1121512","1125359","3847","null","hypothetical protein CNAG_07530","2","0","2",4
"CNAG_07531","chr3","1125506","1126545","1039","null","pyridoxal 5\'-phosphate synthase, glutaminase subunit Pdx2","0","0","1",1
"CNAG_07534","chr3","1129762","1134299","4537","null","hypothetical protein CNAG_07534","1","0","1",2
"CNAG_07537","chr3","1137033","1138600","1567","null","mitochondrial GTPase 1","1","0","0",1
"CNAG_07538","chr3","1138764","1141131","2367","null","calcium/proton exchanger","1","1","1",3
"CNAG_07539","chr3","1141959","1145910","3951","null","replication factor C subunit 1","0","1","0",1
"CNAG_07541","chr3","1152503","1153579","1076","null","proteasome assembly chaperone 2","1","1","0",2
"CNAG_07542","chr3","1154045","1155441","1396","null","hypothetical protein CNAG_07542","0","1","0",1
"CNAG_07548","chr3","1167887","1169216","1329","null","cytoplasmic protein","1","0","0",1
"CNAG_07553","chr3","1187112","1189928","2816","null","polycomb protein e(z)","0","1","0",1
"CNAG_07555","chr3","1198130","1200003","1873","null","hypothetical protein CNAG_07555","0","0","1",1
"CNAG_07557","chr3","1202311","1203106","795","null","ATP-binding cassette transporter","0","1","0",1
"CNAG_07561","chr3","1209055","1211133","2078","null","6-phosphogluconate dehydrogenase, decarboxylating 1","0","1","0",1
"CNAG_07564","chr3","1219253","1221622","2369","null","hypothetical protein CNAG_07564","0","0","1",1
"CNAG_07566","chr3","1223107","1225525","2418","null","hypothetical protein CNAG_07566","1","1","0",2
"CNAG_07567","chr3","1225741","1226968","1227","null","hypothetical protein CNAG_07567","0","1","0",1
"CNAG_07570","chr3","1229698","1230607","909","null","prenylated SNARE protein Ykt6p","0","1","0",1
"CNAG_07572","chr3","1233865","1235975","2110","ELP3","elongator complex protein 3","0","1","0",1
"CNAG_07574","chr3","1337863","1338207","344","null","hypothetical protein CNAG_07574","1","0","0",1
"CNAG_07575","chr3","1339252","1340005","753","null","hypothetical protein CNAG_07575","1","0","0",1
"CNAG_07580","chr3","1422354","1426421","4067","null","CAMK protein kinase","0","0","1",1
"CNAG_07583","chr3","1558846","1561544","2698","null","hypothetical protein CNAG_07583","0","2","0",2
"CNAG_07587","chr11","93845","94863","1018","null","hypothetical protein CNAG_07587","1","0","0",1
"CNAG_07591","chr11","164856","166560","1704","null","mitochondrial metalloendopeptidase OMA1","1","0","0",1
