"","chrom","chromStart","chromEnd","Strand","name","length","description","alias"
"6876","chr14",657005,659158,"+","CNAG_05565",717,"hypothetical protein CNAG_05565","null"
"6877","chr14",659413,660446,"-","CNAG_05566",304,"hypothetical protein CNAG_05566","null"
"6878","chr14",660723,662121,"+","CNAG_05567",385,"serine-threonine protein phosphatase","null"
"6879","chr14",662178,663454,"-","CNAG_05568",247,"septum formation protein Maf","null"
"6880","chr14",663766,664531,"+","CNAG_05569",210,"hypothetical protein CNAG_05569","null"
"6881","chr14",664638,665545,"-","CNAG_05570",283,"hypothetical protein CNAG_05570","null"
"6882","chr14",665806,674266,"+","CNAG_05571",2659,"U3 small nucleolar RNA-associated protein 20","null"
"6883","chr14",674568,675251,"-","CNAG_05572",133,"hypothetical protein CNAG_05572","null"
"6884","chr14",675710,676089,"+","CNAG_05573",89,"cytochrome c oxidase assembly protein subunit 17","null"
"6885","chr14",676277,677531,"-","CNAG_05574",347,"phosphatidylinositol glycan, class C","null"
"6886","chr14",677866,678855,"+","CNAG_05575",248,"hypothetical protein CNAG_05575","null"
"6887","chr14",679113,679635,"-","CNAG_05576",98,"hypothetical protein CNAG_05576","null"
"6888","chr14",679930,682758,"+","CNAG_05577",786,"hypothetical protein CNAG_05577","null"
"6889","chr14",682876,683363,"-","CNAG_05578",89,"hypothetical protein CNAG_05578","null"
"6890","chr14",683680,686948,"+","CNAG_05579",867,"hypothetical protein CNAG_05579","null"
"6891","chr14",687177,688167,"-","CNAG_05580",254,"hypothetical protein CNAG_05580","null"
"6892","chr14",688759,693231,"-","CNAG_05581",1421,"chitin synthase","CHS3"
"6893","chr14",694408,695478,"-","CNAG_05582",338,"hypothetical protein CNAG_05582","null"
"6894","chr14",695945,697547,"-","CNAG_05583",450,"ceramide glucosyltransferase","GCS1"
"6895","chr14",698247,699352,"-","CNAG_05584",244,"methylthioribulose-1-phosphate dehydratase","null"
"6896","chr14",699600,700641,"+","CNAG_05585",245,"arf/Sar family protein","null"
"6897","chr14",703071,705080,"+","CNAG_05586",498,"hypothetical protein CNAG_05586","null"
"6898","chr14",705694,707141,"-","CNAG_05587",318,"hypothetical protein CNAG_05587","null"
"6899","chr14",707701,712813,"+","CNAG_05588",1624,"hypothetical protein CNAG_05588","null"
"6902","chr14",716557,722222,"-","CNAG_05590",1691,"hypothetical protein CNAG_05590","TCO2"
"6903","chr14",723384,724981,"-","CNAG_05591",496,"hypothetical protein CNAG_05591","null"
"6904","chr14",726474,729759,"-","CNAG_05592",1006,"potassium/sodium efflux P-type ATPase, fungal-type","ECA1"
"6907","chr14",733930,735369,"-","CNAG_05595",416,"hypothetical protein CNAG_05595","null"
"6908","chr14",735899,736661,"+","CNAG_05596",124,"nuclear transport factor 2","null"
"6909","chr14",736825,737551,"-","CNAG_05597",196,"transcription initiation factor TFIID subunit 9/adenylate kinase","null"
"6910","chr14",738111,739721,"-","CNAG_05598",479,"hypothetical protein CNAG_05598","null"
"6911","chr14",741050,742348,"+","CNAG_05599",337,"hypothetical protein CNAG_05599","null"
"6912","chr14",742459,745152,"-","CNAG_05600",773,"indigoidine synthase A family protein","null"
"6913","chr14",745534,748512,"+","CNAG_05601",813,"calpain-like protease palB/RIM13","null"
"6914","chr14",748927,750844,"+","CNAG_05602",546,"1-pyrroline-5-carboxylate dehydrogenase","null"
"6915","chr14",751015,752917,"-","CNAG_05603",528,"hypothetical protein CNAG_05603","null"
"6916","chr14",753134,753855,"+","CNAG_05604",198,"hypothetical protein CNAG_05604","null"
"6917","chr14",754035,756835,"-","CNAG_05605",711,"DEAD box family helicase","null"
"6918","chr14",756968,759621,"+","CNAG_05606",691,"ATP-dependent DNA helicase PIF1","null"
"6919","chr14",759931,762701,"-","CNAG_05607",851,"cytoplasmic protein","null"
"6920","chr14",763183,764328,"+","CNAG_05608",277,"hypothetical protein CNAG_05608","null"
"6922","chr14",766161,769812,"+","CNAG_05609",1017,"hypothetical protein CNAG_05609","null"
"6923","chr14",769995,770768,"-","CNAG_05610",200,"hypothetical protein CNAG_05610","null"
"6924","chr14",770962,773010,"+","CNAG_05611",458,"cysteine synthase A","null"
"6926","chr14",773962,775930,"-","CNAG_05612",520,"hypothetical protein CNAG_05612","null"
"6927","chr14",776131,782461,"+","CNAG_05613",1754,"hypothetical protein CNAG_05613","null"
"6928","chr14",782633,783791,"-","CNAG_05614",293,"YbgI/family dinuclear metal center protein","null"
"6929","chr14",784424,785812,"+","CNAG_05615",351,"syntaxin 1B/2/3","null"
"6930","chr14",786283,790175,"+","CNAG_05616",1216,"ABC transporter","null"
"6931","chr14",790517,793630,"-","CNAG_05617",1037,"phosphatidylinositol glycan, class O","null"
"6932","chr14",794159,796823,"+","CNAG_05618",599,"cleft lip and palate associated transmembrane protein","null"
"6933","chr14",796985,798344,"-","CNAG_05619",423,"TPR repeat-containing protein","null"
"6934","chr14",799302,801772,"-","CNAG_05620",704,"hypothetical protein CNAG_05620","null"
"6935","chr14",801984,803717,"-","CNAG_05621",577,"folylpolyglutamate synthase","null"
"6936","chr14",804417,808920,"-","CNAG_05622",1279,"specific transcriptional repressor","RPH1"
"6937","chr14",809438,810920,"-","CNAG_05623",421,"chorismate synthase","null"
"6938","chr14",811159,812473,"+","CNAG_05624",396,"hypothetical protein CNAG_05624","null"
"6940","chr14",814886,815974,"-","CNAG_05626",286,"hypothetical protein CNAG_05626","null"
"6941","chr14",816234,818728,"+","CNAG_05627",725,"ATP-dependent rRNA helicase SPB4","null"
"6942","chr14",818938,821957,"-","CNAG_05628",797,"hypothetical protein CNAG_05628","null"
"6943","chr14",822168,825194,"+","CNAG_05629",770,"endoribonuclease YSH1","null"
"6944","chr14",825400,826966,"-","CNAG_05630",427,"hypothetical protein CNAG_05630","null"
"6945","chr14",827845,829649,"-","CNAG_05631",452,"NADH-ubiquinone oxidoreductase 49 kDa subunit, mitochondrial","null"
"6946","chr14",831273,832276,"-","CNAG_05632",270,"hypothetical protein CNAG_05632","null"
"6947","chr14",832871,833302,"-","CNAG_05633",66,"ubiquinol-cytochrome c reductase subunit 9","null"
"6948","chr14",833926,836587,"+","CNAG_05634",708,"protein phosphatase 2 (formerly 2A), regulatory subunit B\'","null"
"6949","chr14",836988,837623,"-","CNAG_05635",196,"large subunit ribosomal protein L19","null"
"6950","chr14",837987,839728,"+","CNAG_05636",536,"hypothetical protein CNAG_05636","null"
"6951","chr14",840925,841745,"+","CNAG_05637",130,"hypothetical protein CNAG_05637","null"
"6952","chr14",842219,843343,"-","CNAG_05638",241,"hypothetical protein CNAG_05638","null"
"6953","chr14",845804,849732,"+","CNAG_05639",1114,"hypothetical protein CNAG_05639","null"
"6954","chr14",850919,853329,"+","CNAG_05640",637,"metal iron transporter","null"
"6955","chr14",853827,854245,"-","CNAG_05641",97,"hypothetical protein CNAG_05641","null"
"6956","chr14",855916,859758,"-","CNAG_05642",1122,"nuclear protein","null"
"6957","chr14",860222,861123,"-","CNAG_05643",205,"DNA polymerase delta subunit 4","null"
"6958","chr14",861765,863583,"-","CNAG_05644",354,"2-nitropropane dioxygenase","null"
"6959","chr14",864044,866487,"+","CNAG_05645",580,"COP9 signalosome complex subunit 3","null"
"6960","chr14",866840,871097,"+","CNAG_05646",1337,"hypothetical protein CNAG_05646","null"
"6961","chr14",871645,872176,"-","CNAG_05647",122,"hypothetical protein CNAG_05647","null"
"6962","chr14",872561,874210,"+","CNAG_05648",405,"glutaminyl cyclase","null"
"6963","chr14",874587,875798,"-","CNAG_05649",327,"hypothetical protein CNAG_05649","null"
"6964","chr14",876395,880718,"-","CNAG_05650",1116,"ubiquitin carboxyl-terminal hydrolase 7","UBP5"
"6965","chr14",881360,882034,"+","CNAG_05651",76,"hypothetical protein CNAG_05651","null"
"6966","chr14",882174,883947,"-","CNAG_05652",498,"cytoplasmic protein","null"
"6967","chr14",884764,886801,"+","CNAG_05653",538,"malate synthase A","MLS1"
"6968","chr14",887772,888524,"+","CNAG_05654",213,"hypothetical protein CNAG_05654","null"
"6969","chr14",889044,889766,"-","CNAG_05655",174,"EF-hand calcium-binding protein","null"
"6970","chr14",890083,892563,"+","CNAG_05656",768,"hypothetical protein CNAG_05656","null"
"6971","chr14",894288,895517,"-","CNAG_05657",281,"cytoplasmic protein","null"
"6972","chr14",895931,897500,"+","CNAG_05658",392,"L-iditol 2-dehydrogenase","null"
"6973","chr14",898102,899010,"+","CNAG_05659",302,"hypothetical protein CNAG_05659","null"
"6974","chr14",899832,901532,"+","CNAG_05660",490,"hypothetical protein CNAG_05660","null"
"6975","chr14",902768,905232,"-","CNAG_05661",588,"FACT complex subunit POB3","null"
"6976","chr14",908325,910601,"+","CNAG_05662",631,"sugar transporter","ITR4"
"6977","chr14",912228,915278,"-","CNAG_05663",953,"cell wall integrity protein scw1","null"
"6978","chr14",916619,918258,"+","CNAG_05664",389,"branched-chain-amino-acid transaminase","null"
"6979","chr14",919548,922694,"+","CNAG_05665",784,"hypothetical protein CNAG_05665","null"
"6980","chr14",923132,923872,"-","CNAG_05666",181,"hypothetical protein CNAG_05666","null"
"6981","chr14",925165,926892,"-","CNAG_05667",462,"MFS transporter, SP family, solute carrier family 2 (myo-inositol transporter), member 13","ITR3B"
"6982","chr14",930172,931144,"+","CNAG_05668",267,"hypothetical protein CNAG_05668","null"
"3868","chr7",568362,568806,"+","CNAG_05670",127,"hypothetical protein CNAG_05670","null"
"3869","chr7",571125,572885,"-","CNAG_05671",462,"oxidation resistance protein 1","null"
"3870","chr7",573257,574244,"+","CNAG_05672",288,"nucleolar protein","null"
"3871","chr7",574855,577881,"+","CNAG_05673",877,"GPI inositol-deacylase","null"
"3872","chr7",579182,580982,"+","CNAG_05674",587,"solute carrier family 35, member E1","null"
"3873","chr7",581177,582945,"-","CNAG_05675",474,"trimethyllysine dioxygenase","null"
"3875","chr7",586777,588429,"-","CNAG_05676",445,"tyrosine aminotransferase","null"
"3876","chr7",589141,592717,"-","CNAG_05677",851,"phospholipase","null"
"3877","chr7",593667,594882,"+","CNAG_05678",307,"membrane protein","null"
"3878","chr7",595245,596173,"-","CNAG_05679",116,"pre-mRNA-splicing factor ini1","null"
"3881","chr7",603193,603860,"-","CNAG_05682",181,"hypothetical protein CNAG_05682","null"
"3882","chr7",605633,606106,"+","CNAG_05683",121,"hypothetical protein CNAG_05683","null"
"3883","chr7",606295,608083,"-","CNAG_05684",489,"hypothetical protein CNAG_05684","null"
"3884","chr7",611909,613758,"+","CNAG_05685",479,"neutral amino acid transporter","null"
"3885","chr7",615474,615934,"+","CNAG_05686",106,"hypothetical protein CNAG_05686","null"
"3886","chr7",616260,619670,"-","CNAG_05687",968,"hypothetical protein CNAG_05687","null"
"3887","chr7",619973,620614,"+","CNAG_05688",121,"V-type ATPase, F subunit","null"
"3888","chr7",620691,621505,"-","CNAG_05689",218,"pre-mRNA-splicing factor SPF27","DAM1"
"3889","chr7",622022,624244,"+","CNAG_05690",471,"histone deacetylase RPD3","RPD304"
"3890","chr7",624573,624951,"-","CNAG_05691",82,"hypothetical protein CNAG_05691","null"
"3891","chr7",625711,627817,"+","CNAG_05692",503,"sphingosine-1-phosphate phosphatase","null"
"3892","chr7",629099,630725,"+","CNAG_05693",357,"hypothetical protein CNAG_05693","null"
"3893","chr7",631458,632967,"+","CNAG_05694",338,"CMGC/CK2 protein kinase","null"
"3894","chr7",633846,638113,"+","CNAG_05695",1093,"glucosamine 6-phosphate N-acetyltransferase","null"
"3895","chr7",639246,640119,"-","CNAG_05696",147,"ubiquitin-conjugating enzyme E2-16 kDa","null"
"3896","chr7",644816,645729,"+","CNAG_05697",187,"hypothetical protein CNAG_05697","null"
"3897","chr7",646156,646509,"-","CNAG_05698",71,"hypothetical protein CNAG_05698","null"
"3898","chr7",646922,650097,"+","CNAG_05699",959,"hypothetical protein CNAG_05699","null"
"3899","chr7",650268,651613,"-","CNAG_05700",369,"endoplasmic reticulum protein","null"
"3900","chr7",652591,653348,"+","CNAG_05701",161,"actin lateral binding protein","TPM1"
"3901","chr7",653588,654804,"-","CNAG_05702",279,"hypothetical protein CNAG_05702","null"
"3902","chr7",655253,660108,"+","CNAG_05703",1393,"rho GTPase activator","LRG1"
"3903","chr7",661042,661869,"-","CNAG_05704",275,"ESCRT-II complex subunit VPS22","null"
"3904","chr7",662065,663056,"+","CNAG_05705",313,"hypothetical protein CNAG_05705","null"
"3905","chr7",663292,665416,"-","CNAG_05706",689,"hypothetical protein CNAG_05706","null"
"3906","chr7",665650,667223,"-","CNAG_05707",488,"cytoplasmic protein","null"
"3907","chr7",667396,670285,"-","CNAG_05708",796,"ubiquitin carboxyl-terminal hydrolase 5/13","UBP14"
"3909","chr7",671776,672634,"-","CNAG_05711",177,"hypothetical protein CNAG_05711","null"
"3910","chr7",672933,673705,"-","CNAG_05712",221,"6,7-dimethyl-8-ribityllumazine synthase","RIB4"
"3911","chr7",674276,678720,"+","CNAG_05713",1174,"elongator complex protein 1","null"
"3912","chr7",679034,680689,"-","CNAG_05714",533,"hypothetical protein CNAG_05714","null"
"3914","chr7",682295,683282,"+","CNAG_05715",215,"charged multivesicular body protein 5","null"
"3915","chr7",683711,684485,"-","CNAG_05716",221,"hypothetical protein CNAG_05716","null"
"3916","chr7",685388,686566,"-","CNAG_05717",355,"hypothetical protein CNAG_05717","null"
"3917","chr7",687089,689428,"+","CNAG_05718",586,"multidrug resistance protein fnx1","null"
"3918","chr7",689567,691496,"-","CNAG_05719",553,"hypothetical protein CNAG_05719","null"
"3919","chr7",691705,692726,"+","CNAG_05720",287,"GTPase inhibitor","null"
"3920","chr7",693981,697523,"+","CNAG_05721",907,"multifunctional beta-oxidation protein","MFE2"
"3921","chr7",697888,701628,"+","CNAG_05722",1012,"alanine-tRNA ligase","null"
"3922","chr7",701842,703310,"-","CNAG_05723",357,"alcohol dehydrogenase","null"
"3923","chr7",704603,706771,"+","CNAG_05724",570,"hypothetical protein CNAG_05724","null"
"3924","chr7",707080,708651,"-","CNAG_05725",401,"ketol-acid reductoisomerase, mitochondrial","null"
"3925","chr7",708958,710199,"+","CNAG_05726",270,"hypothetical protein CNAG_05726","null"
"3926","chr7",712091,712844,"+","CNAG_05727",197,"hypothetical protein CNAG_05727","null"
"3927","chr7",713945,714705,"+","CNAG_05728",159,"hypothetical protein CNAG_05728","null"
"3928","chr7",715960,716644,"+","CNAG_05729",195,"hypothetical protein CNAG_05729","null"
"3929","chr7",717846,718767,"+","CNAG_05730",238,"acyl-protein thioesterase 1","null"
"3930","chr7",718898,721243,"-","CNAG_05731",631,"glyoxal oxidase","null"
"3931","chr7",721757,722404,"+","CNAG_05732",170,"hypothetical protein CNAG_05732","null"
"3932","chr7",722655,724807,"-","CNAG_05733",639,"cytoplasmic protein","null"
"3933","chr7",724939,729221,"+","CNAG_05734",1219,"hypothetical protein CNAG_05734","null"
"3934","chr7",729495,730022,"-","CNAG_05735",175,"hypothetical protein CNAG_05735","null"
"3935","chr7",731399,732374,"-","CNAG_05736",307,"hypothetical protein CNAG_05736","null"
"3936","chr7",733248,736105,"-","CNAG_05737",740,"oligopeptide transporter 8","null"
"3937","chr7",736757,738024,"-","CNAG_05738",355,"hypothetical protein CNAG_05738","null"
"3938","chr7",738355,739728,"+","CNAG_05739",339,"hypothetical protein CNAG_05739","null"
"3939","chr7",739837,741830,"-","CNAG_05740",547,"protein farnesyltransferase subunit beta","RAM1"
"3940","chr7",742193,743678,"+","CNAG_05741",377,"hypothetical protein CNAG_05741","null"
"3941","chr7",743828,745870,"-","CNAG_05742",594,"hypothetical protein CNAG_05742","STP1"
"3942","chr7",746568,747528,"+","CNAG_05743",228,"anaphase-promoting complex subunit 10","null"
"3943","chr7",747594,748727,"-","CNAG_05744",360,"2-dehydropantoate 2-reductase","null"
"3944","chr7",749042,752653,"+","CNAG_05745",1149,"cytoplasmic protein","null"
"3945","chr7",752895,755614,"-","CNAG_05746",834,"Swi5-dependent recombination DNA repair protein 1","null"
"3946","chr7",757059,758867,"+","CNAG_05747",510,"vacuolar protein sorting-associated protein VTA1","null"
"3947","chr7",759217,763613,"-","CNAG_05748",1184,"NuA3 HAT complex component NTO1","null"
"3948","chr7",763767,766231,"+","CNAG_05749",783,"hypothetical protein CNAG_05749","null"
"3949","chr7",767364,769584,"-","CNAG_05750",540,"ATP synthase subunit alpha, mitochondrial","ATP1"
"3950","chr7",770317,771012,"+","CNAG_05751",216,"hypothetical protein CNAG_05751","null"
"3951","chr7",771148,774033,"-","CNAG_05752",772,"kinesin family member C1","KAR3"
"3952","chr7",774279,777661,"+","CNAG_05753",924,"N-acetyl-gamma-glutamyl-phosphate reductase","null"
"3955","chr7",781857,783274,"-","CNAG_05755",343,"protein MAK16","null"
"3956","chr7",783523,784442,"+","CNAG_05756",227,"mitochondrial protein","null"
"3958","chr7",785813,787023,"+","CNAG_05757",348,"hypothetical protein CNAG_05757","null"
"3959","chr7",787960,788841,"+","CNAG_05758",206,"SFT2 domain-containing protein","null"
"3960","chr7",789045,796554,"-","CNAG_05759",2237,"acetyl-CoA carboxylase/biotin carboxylase","null"
"3961","chr7",797490,798920,"-","CNAG_05760",376,"endoplasmic reticulum protein","null"
"3962","chr7",802205,802836,"+","CNAG_05761",104,"cyclin-dependent kinase regulatory subunit CKS1","null"
"3963","chr7",803485,804044,"-","CNAG_05762",111,"large subunit acidic ribosomal protein P2","null"
"3964","chr7",804574,805954,"+","CNAG_05763",442,"hypothetical protein CNAG_05763","null"
"3965","chr7",806440,807643,"+","CNAG_05764",309,"small subunit ribosomal protein S5","null"
"3966","chr7",807766,809187,"-","CNAG_05765",255,"ubiquitin-conjugating enzyme E2 J2","UBC6"
"3967","chr7",809669,812043,"+","CNAG_05766",494,"endoglucanase C","SPR1"
"3968","chr7",812478,815007,"-","CNAG_05767",750,"hypothetical protein CNAG_05767","null"
"3969","chr7",817222,818917,"+","CNAG_05768",494,"hypothetical protein CNAG_05768","null"
"3970","chr7",819363,820598,"-","CNAG_05769",313,"cytoplasmic protein","null"
"3972","chr7",821806,823134,"+","CNAG_05770",332,"proteasome component PRE2","null"
"3973","chr7",823466,833154,"-","CNAG_05771",3053,"serine/threonine-protein kinase TEL1","null"
"3974","chr7",833604,836038,"+","CNAG_05772",678,"hypothetical protein CNAG_05772","null"
"3975","chr7",836379,838929,"-","CNAG_05773",770,"F-box and WD-40 domain-containing protein MET30","null"
"3976","chr7",840838,841483,"-","CNAG_05774",149,"hypothetical protein CNAG_05774","null"
"3977","chr7",841832,844293,"-","CNAG_05775",668,"phosphatidylinositol glycan, class S","null"
"3978","chr7",844732,845842,"-","CNAG_05776",330,"hypothetical protein CNAG_05776","null"
"3979","chr7",846186,846905,"+","CNAG_05777",218,"hypothetical protein CNAG_05777","null"
"3980","chr7",847554,849551,"-","CNAG_05778",535,"WSC domain-containing protein","null"
"3982","chr7",852606,853167,"+","CNAG_05781",112,"dynein light chain LC8-type","null"
"3983","chr7",853573,854855,"-","CNAG_05782",305,"mortality factor 4-like protein 1","null"
"3984","chr7",855825,857268,"+","CNAG_05783",371,"transcription initiation factor TFIIB","null"
"3985","chr7",857811,859185,"-","CNAG_05784",384,"hypothetical protein CNAG_05784","null"
"3986","chr7",859860,862848,"-","CNAG_05785",922,"hypothetical protein CNAG_05785","STB4"
"3987","chr7",867959,869358,"-","CNAG_05786",416,"hypothetical protein CNAG_05786","null"
"3988","chr7",871732,875308,"-","CNAG_05787",1054,"symplekin","null"
"3989","chr7",875661,876341,"+","CNAG_05788",119,"V-type ATPase, G subunit","null"
"3990","chr7",876449,877729,"-","CNAG_05789",388,"hypothetical protein CNAG_05789","null"
"3991","chr7",878151,881325,"+","CNAG_05790",777,"OPT family small oligopeptide transporter","null"
"3992","chr7",882360,885656,"+","CNAG_05791",1066,"hypothetical protein CNAG_05791","ZDS3"
"3993","chr7",886740,888009,"+","CNAG_05792",285,"20S proteasome subunit alpha 3","null"
"3994","chr7",888123,889470,"-","CNAG_05793",397,"hypothetical protein CNAG_05793","null"
"3995","chr7",889720,890702,"+","CNAG_05794",252,"mps1 binder","MOB2"
"3996","chr7",891001,892195,"-","CNAG_05795",323,"mitogen-activated protein kinase organizer 1","null"
"3998","chr7",903154,906902,"-","CNAG_05797",1129,"5\'-3\' exoribonuclease 2","XRN2"
"3999","chr7",907189,907811,"+","CNAG_05798",140,"signal recognition particle subunit SRP9","null"
"4000","chr7",908401,910178,"-","CNAG_05799",470,"chitin deacetylase","CDA1"
"4001","chr7",911724,912471,"+","CNAG_05800",105,"large subunit ribosomal protein L33-b","null"
"4002","chr7",913185,914118,"-","CNAG_05801",291,"hypothetical protein CNAG_05801","null"
"4003","chr7",914532,915818,"+","CNAG_05802",394,"D-aspartate oxidase","null"
"4004","chr7",916011,919286,"-","CNAG_05803",797,"exo-beta-1,3-glucanase","null"
"4005","chr7",919627,925414,"-","CNAG_05804",1850,"nuclear pore complex protein Nup188","null"
"4006","chr7",925703,926863,"+","CNAG_05805",335,"hypothetical protein CNAG_05805","null"
"4007","chr7",926991,927794,"-","CNAG_05806",234,"hypothetical protein CNAG_05806","null"
"4008","chr7",928057,929347,"+","CNAG_05807",345,"hypothetical protein CNAG_05807","null"
"4009","chr7",929388,930666,"-","CNAG_05808",392,"syntaxin 18","null"
"4010","chr7",931008,932572,"+","CNAG_05809",413,"ferrochelatase","HEM15"
"4011","chr7",932753,934232,"-","CNAG_05810",411,"hypothetical protein CNAG_05810","null"
"4012","chr7",934412,935515,"+","CNAG_05811",332,"hypothetical protein CNAG_05811","null"
"4013","chr7",935635,938779,"-","CNAG_05812",949,"potassium:hydrogen antiporter","null"
"4014","chr7",939253,941041,"-","CNAG_05813",561,"hypothetical protein CNAG_05813","null"
"4015","chr7",942355,942904,"-","CNAG_05814",147,"small subunit ribosomal protein S10e","null"
"4016","chr7",944002,947819,"+","CNAG_05815",879,"glucosidase","KRE64"
"4017","chr7",948009,949609,"-","CNAG_05816",468,"hypothetical protein CNAG_05816","null"
"4018","chr7",949935,951709,"-","CNAG_05817",397,"GDP-mannose transporter 1","GMT1"
"4019","chr7",958990,960796,"-","CNAG_05819",508,"hypothetical protein CNAG_05819","null"
"4020","chr7",961081,962872,"-","CNAG_05820",458,"tryptophan aminotransferase","null"
"4021","chr7",963572,964093,"-","CNAG_05821",157,"hypothetical protein CNAG_05821","null"
"4022","chr7",964508,966032,"-","CNAG_05822",386,"protein RAI1","null"
"4023","chr7",966230,967558,"+","CNAG_05823",374,"hypothetical protein CNAG_05823","null"
"4024","chr7",967955,969478,"+","CNAG_05824",418,"WD-repeat protein 68","null"
"4025","chr7",969721,972416,"-","CNAG_05825",788,"minichromosome maintenance protein 7 (cell division control protein 47)","null"
"4026","chr7",972808,975309,"-","CNAG_05826",743,"translation elongation factor Tu","null"
"4027","chr7",975550,977102,"+","CNAG_05827",421,"methionine-tRNA ligase, beta subunit","null"
"4028","chr7",977276,978941,"-","CNAG_05828",534,"UDP-N-acetylglucosamine pyrophosphorylase","null"
"4029","chr7",979312,983768,"+","CNAG_05829",1127,"hypothetical protein CNAG_05829","null"
"4030","chr7",984455,988114,"-","CNAG_05830",1202,"cytoplasmic protein","null"
"4031","chr7",989382,990041,"+","CNAG_05831",129,"endoribonuclease","null"
"4032","chr7",990307,990603,"-","CNAG_05832",77,"hypothetical protein CNAG_05832","null"
"4033","chr7",991130,993265,"-","CNAG_05833",548,"allantoate transporter","null"
"4034","chr7",994853,998721,"-","CNAG_05834",923,"hypothetical protein CNAG_05834","null"
"4035","chr7",999464,1001393,"-","CNAG_05835",567,"hypothetical protein CNAG_05835","LIV3"
"4036","chr7",1004711,1006425,"+","CNAG_05836",500,"alpha 1,6-mannosyltransferase","HOC1"
"4037","chr7",1006673,1007694,"-","CNAG_05837",199,"hypothetical protein CNAG_05837","null"
"4038","chr7",1008850,1011921,"+","CNAG_05838",806,"GTPase activating protein","RGD1"
"4039","chr7",1012211,1013052,"-","CNAG_05839",82,"cytochrome c oxidase subunit 6b","null"
"4040","chr7",1013327,1014055,"+","CNAG_05840",191,"hypothetical protein CNAG_05840","null"
"4041","chr7",1014259,1016232,"-","CNAG_05841",601,"hypothetical protein CNAG_05841","null"
"4042","chr7",1016998,1019119,"+","CNAG_05842",580,"cytochrome P450","null"
"4043","chr7",1020297,1022266,"+","CNAG_05843",567,"translation initiation factor 4E","null"
"4044","chr7",1022656,1023225,"-","CNAG_05844",88,"mitochondrial import inner membrane translocase subunit TIM8","null"
"4045","chr7",1023513,1024125,"+","CNAG_05845",127,"protein FAM32A","null"
"4046","chr7",1024832,1028508,"+","CNAG_05846",957,"ubiquitin-conjugating enzyme E2 O","null"
"4047","chr7",1029581,1031043,"+","CNAG_05847",371,"thioredoxin reductase","TRR1"
"4048","chr7",1031175,1033545,"-","CNAG_05848",655,"splicing factor U2AF 65 kDa subunit","null"
"4051","chr7",1038771,1041056,"-","CNAG_05851",585,"glycerol transporter","null"
"4052","chr7",1041676,1043100,"+","CNAG_05852",365,"heme oxygenase 2","null"
"4053","chr7",1043496,1044259,"-","CNAG_05853",124,"hypothetical protein CNAG_05853","null"
"4054","chr7",1045366,1046370,"+","CNAG_05854",276,"hypothetical protein CNAG_05854","null"
"4055","chr7",1046504,1049604,"-","CNAG_05855",866,"hypothetical protein CNAG_05855","null"
"4058","chr7",1054627,1055400,"+","CNAG_05858",129,"hypothetical protein CNAG_05858","null"
"4059","chr7",1055667,1055924,"-","CNAG_05859",85,"hypothetical protein CNAG_05859","null"
"4060","chr7",1056339,1058781,"+","CNAG_05860",626,"sterol O-acyltransferase","null"
"4061","chr7",1059361,1061425,"-","CNAG_05861",608,"hypothetical protein CNAG_05861","null"
"4062","chr7",1065265,1066664,"-","CNAG_05862",395,"DNA excision repair protein ERCC-1","null"
"4063","chr7",1066974,1068367,"+","CNAG_05863",355,"hypothetical protein CNAG_05863","null"
"4064","chr7",1068870,1071127,"-","CNAG_05864",734,"hypothetical protein CNAG_05864","null"
"4065","chr7",1073902,1074938,"-","CNAG_05865",272,"20S proteasome subunit beta 6","null"
"4066","chr7",1075539,1078958,"+","CNAG_05866",1073,"plasma membrane fusion protein PRM1","PRM1"
"4067","chr7",1080074,1081875,"+","CNAG_05867",491,"L-fucose transporter","null"
"4068","chr7",1082041,1082606,"-","CNAG_05868",139,"glutamate-1-semialdehyde 2,1-aminomutase","null"
"4069","chr7",1083606,1085485,"+","CNAG_05869",496,"endopeptidase","null"
"4070","chr7",1086159,1086461,"+","CNAG_05870",100,"hypothetical protein CNAG_05870","null"
"4071","chr7",1087104,1087827,"-","CNAG_05871",174,"hypothetical protein CNAG_05871","null"
"4072","chr7",1088487,1090524,"-","CNAG_05872",489,"endopeptidase","null"
"4073","chr7",1091016,1092272,"-","CNAG_05873",341,"hypothetical protein CNAG_05873","null"
"4074","chr7",1093169,1095374,"+","CNAG_05874",578,"hypothetical protein CNAG_05874","null"
"4075","chr7",1095759,1096668,"-","CNAG_05875",281,"cytochrome c heme-lyase","null"
"4076","chr7",1096893,1097236,"+","CNAG_05876",90,"hypothetical protein CNAG_05876","null"
"4077","chr7",1097734,1099068,"-","CNAG_05877",372,"CDK-activating kinase assembly factor MAT1","null"
"4078","chr7",1099382,1100837,"+","CNAG_05878",413,"hypothetical protein CNAG_05878","null"
"4079","chr7",1101513,1101836,"+","CNAG_05879",107,"hypothetical protein CNAG_05879","null"
"4080","chr7",1101991,1102698,"-","CNAG_05880",165,"hypothetical protein CNAG_05880","null"
"4081","chr7",1102896,1105399,"+","CNAG_05881",691,"alpha-1,2-mannosyltransferase","null"
"4082","chr7",1105573,1108232,"+","CNAG_05882",631,"class E vacuolar protein-sorting machinery protein HSE1","HSE102"
"4085","chr7",1111704,1115499,"-","CNAG_05884",1080,"importin beta-4 subunit","KAP123"
